CustomerID,Recency,Frequency,Monetary,UniqueProducts,AverageOrderValue,UniquePurchaseDays,CustomerLifespan,OrdersLast30Days,Target
12546.0,16,2,1161.5,59,580.75,2,31,1,0
12547.0,167,2,207.79999999999998,7,103.89999999999999,2,82,0,0
12548.0,135,1,95.19999999999999,5,95.19999999999999,1,0,0,0
12550.0,48,1,964.83,57,964.83,1,0,0,0
12551.0,327,1,168.0,10,168.0,1,0,0,0
12552.0,8,2,437.82,20,218.91,2,0,2,0
12553.0,27,8,2897.14,88,362.1425,8,271,1,1
12556.0,19,2,603.71,100,301.855,2,100,1,0
12557.0,127,4,9000.960000000001,15,2250.2400000000002,4,213,0,1
12559.0,280,2,561.71,21,280.855,2,8,0,0
12560.0,81,2,1436.31,77,718.155,2,30,0,1
12561.0,272,1,238.85,16,238.85,1,0,0,0
12562.0,25,5,2507.4700000000003,75,501.494,5,142,1,1
12564.0,230,1,456.9,21,456.9,1,0,0,0
12565.0,258,1,145.92,9,145.92,1,0,0,0
12566.0,55,1,351.65,19,351.65,1,0,0,0
12567.0,65,9,7849.98,271,872.2199999999999,8,273,0,1
12569.0,5,22,2966.65,66,134.84772727272727,18,215,5,1
12571.0,9,2,519.61,31,259.805,2,81,1,0
12572.0,21,1,532.74,36,532.74,1,0,1,1
12573.0,196,1,160.54000000000002,26,160.54000000000002,1,0,0,0
12574.0,285,1,218.45,11,218.45,1,0,0,0
12576.0,5,5,1315.83,72,263.166,5,268,1,0
12577.0,4,3,657.8,137,219.26666666666665,2,323,2,0
12578.0,299,1,1608.66,70,1608.66,1,0,0,1
12579.0,47,1,440.42,29,440.42,1,0,0,0
12580.0,216,1,415.7,24,415.7,1,0,0,0
12581.0,9,1,197.71,15,197.71,1,0,1,0
12582.0,208,2,511.36,21,255.68,2,49,0,0
12583.0,1,13,6188.89,106,476.0684615384616,13,342,2,1
12584.0,9,7,1723.45,39,246.20714285714286,7,239,2,1
12585.0,203,2,2040.1,77,1020.05,2,117,0,0
12588.0,8,1,214.89999999999998,10,214.89999999999998,1,0,1,0
12589.0,114,1,131.5,10,131.5,1,0,0,1
12590.0,180,2,9864.26,68,4932.13,1,0,0,0
12591.0,286,1,452.84999999999997,26,452.84999999999997,1,0,0,0
12592.0,61,2,437.6,11,218.8,2,121,0,0
12593.0,78,3,418.09999999999997,14,139.36666666666665,3,110,0,0
12594.0,7,10,3338.2200000000003,50,333.822,9,285,2,0
12596.0,20,2,618.27,25,309.135,2,190,1,0
12597.0,9,3,3605.26,178,1201.7533333333333,3,227,1,1
12598.0,40,5,1946.1399999999999,54,389.22799999999995,4,213,0,1
12599.0,96,6,857.04,25,142.84,6,177,0,1
12600.0,53,9,2219.46,28,246.60666666666668,9,287,0,1
12601.0,159,5,577.0600000000001,21,115.412,5,142,0,0
12602.0,28,1,153.12,12,153.12,1,0,1,0
12604.0,48,2,254.18,15,127.09,2,182,0,0
12607.0,29,1,1579.51,101,1579.51,1,0,1,0
12609.0,47,3,1126.85,57,375.6166666666666,3,240,0,0
12610.0,13,4,1851.34,83,462.835,4,82,2,1
12611.0,21,1,1193.32,65,1193.32,1,0,1,0
12612.0,43,1,704.0400000000001,19,704.0400000000001,1,0,0,0
12613.0,26,5,3344.38,124,668.876,3,204,1,0
12614.0,247,1,315.6,20,315.6,1,0,0,0
12615.0,6,3,1868.34,74,622.78,3,131,1,1
12616.0,64,2,713.3,25,356.65,2,202,0,0
12619.0,3,8,3242.54,42,405.3175,8,219,1,1
12620.0,50,2,939.3199999999999,56,469.65999999999997,2,123,0,1
12621.0,22,18,11891.19,219,660.6216666666667,15,313,1,1
12622.0,201,1,180.1,11,180.1,1,0,0,0
12623.0,245,1,305.1,18,305.1,1,0,0,0
12624.0,75,2,641.13,36,320.565,2,71,0,0
12625.0,181,2,2683.82,73,1341.91,2,107,0,0
12626.0,12,8,6368.51,225,796.06375,8,283,1,1
12627.0,33,6,3911.55,143,651.9250000000001,6,76,0,1
12628.0,2,2,571.21,26,285.605,2,31,1,1
12630.0,13,1,701.79,35,701.79,1,0,1,1
12631.0,26,1,640.5,31,640.5,1,0,1,0
12633.0,28,4,2163.98,73,540.995,4,229,1,0
12635.0,59,2,1689.18,96,844.59,2,65,0,0
12637.0,36,8,6021.9,205,752.7375,7,256,0,0
12638.0,2,1,671.69,39,671.69,1,0,1,0
12639.0,208,1,486.1,22,486.1,1,0,0,0
12640.0,51,1,764.59,42,764.59,1,0,0,1
12641.0,84,1,185.9,10,185.9,1,0,0,0
12642.0,20,2,658.41,31,329.205,2,57,1,1
12643.0,97,6,3344.64,11,557.4399999999999,5,204,0,0
12644.0,99,1,477.91,31,477.91,1,0,0,0
12645.0,3,4,1775.18,58,443.795,4,282,1,0
12646.0,18,1,731.6899999999999,24,731.6899999999999,1,0,1,1
12647.0,47,11,3401.67,78,309.2427272727273,10,291,0,1
12648.0,124,1,318.05,21,318.05,1,0,0,0
12649.0,76,3,623.51,28,207.83666666666667,2,105,0,0
12651.0,304,1,114.0,9,114.0,1,0,0,0
12652.0,300,1,919.98,48,919.98,1,0,0,0
12653.0,118,2,2209.85,37,1104.925,2,147,0,0
12654.0,6,4,508.98,28,127.245,3,258,1,1
12656.0,42,4,3465.42,71,866.355,4,161,0,1
12657.0,11,2,660.94,29,330.47,2,36,1,1
12662.0,22,8,3175.28,106,396.91,8,320,1,1
12664.0,5,7,3681.88,10,525.9828571428571,7,286,2,1
12665.0,294,1,63.0,3,63.0,1,0,0,0
12667.0,27,1,620.13,33,620.13,1,0,1,0
12668.0,228,3,2924.4700000000003,104,974.8233333333334,3,96,0,1
12669.0,120,3,2744.0299999999997,98,914.6766666666666,3,105,0,0
12670.0,68,3,1634.47,40,544.8233333333334,3,133,0,1
12672.0,299,1,225.89999999999998,10,225.89999999999998,1,0,0,0
12673.0,296,1,220.9,23,220.9,1,0,0,1
12674.0,8,4,1970.6,52,492.65,4,169,1,0
12676.0,40,5,1149.73,26,229.946,5,240,0,1
12678.0,11,12,17628.46,105,1469.0383333333332,9,311,2,0
12679.0,28,4,1113.02,43,278.255,4,225,1,0
12680.0,42,3,613.36,29,204.45333333333335,3,39,0,1
12681.0,0,19,11988.22,249,630.958947368421,18,336,3,1
12682.0,7,25,10051.6,172,402.064,22,332,2,1
12683.0,19,13,7679.09,173,590.6992307692308,10,315,1,1
12684.0,33,5,1627.24,38,325.448,5,149,0,1
12685.0,20,5,2449.96,104,489.992,5,42,2,1
12686.0,341,1,89.14,7,89.14,1,0,0,0
12688.0,83,1,4873.8099999999995,171,4873.8099999999995,1,0,0,0
12689.0,97,1,511.03,34,511.03,1,0,0,1
12690.0,175,1,389.01,16,389.01,1,0,0,0
12691.0,27,5,859.4,21,171.88,5,298,1,1
12693.0,96,4,855.91,35,213.9775,4,192,0,0
12694.0,39,2,869.67,32,434.835,2,112,0,0
12695.0,35,3,497.0,21,165.66666666666666,3,144,0,1
12697.0,100,2,733.91,27,366.955,2,37,0,1
12700.0,35,3,3625.24,167,1208.4133333333332,3,149,0,1
12701.0,49,2,797.71,50,398.855,2,162,0,0
12703.0,40,1,283.55,21,283.55,1,0,0,0
12704.0,5,5,1907.75,58,381.55,5,134,1,1
12705.0,11,6,5973.59,209,995.5983333333334,6,314,1,1
12707.0,261,1,603.42,33,603.42,1,0,0,0
12708.0,2,9,2679.91,86,297.7677777777778,9,336,1,1
12709.0,12,14,8857.42,91,632.6728571428572,14,323,2,1
12710.0,66,3,1149.02,75,383.00666666666666,3,104,0,0
12712.0,18,12,4163.4800000000005,57,346.9566666666667,12,322,1,1
12714.0,76,4,3389.7,167,847.425,4,187,0,1
12715.0,75,1,353.86,20,353.86,1,0,0,0
12716.0,102,1,677.9,45,677.9,1,0,0,1
12717.0,120,2,1030.98,49,515.49,2,94,0,0
12718.0,40,1,238.25,19,238.25,1,0,0,0
12719.0,34,1,283.6,18,283.6,1,0,0,1
12720.0,9,21,4554.16,192,216.8647619047619,18,329,2,1
12721.0,1,6,2656.13,133,442.68833333333333,6,323,1,0
12722.0,54,4,997.63,50,249.4075,4,65,0,0
12723.0,34,2,299.40999999999997,35,149.70499999999998,1,0,0,1
12724.0,51,3,823.1700000000001,41,274.39000000000004,3,250,0,1
12725.0,340,1,427.8,24,427.8,1,0,0,0
12726.0,55,6,1824.6399999999999,49,304.1066666666666,6,271,0,1
12727.0,64,6,3337.7,91,556.2833333333333,5,224,0,1
12728.0,40,4,836.33,38,209.0825,4,261,0,0
12729.0,83,1,453.01,26,453.01,1,0,0,0
12731.0,20,11,17398.39,107,1581.671818181818,10,313,1,1
12732.0,149,1,236.26000000000002,12,236.26000000000002,1,0,0,0
12733.0,203,1,383.95,22,383.95,1,0,0,0
12734.0,322,1,110.39999999999999,4,110.39999999999999,1,0,0,0
12735.0,284,2,779.5699999999999,38,389.78499999999997,2,21,0,0
12736.0,302,1,234.0,4,234.0,1,0,0,0
12738.0,341,1,155.35,11,155.35,1,0,0,0
12739.0,47,2,1013.04,38,506.52,2,20,0,0
12740.0,33,1,427.6,27,427.6,1,0,0,0
12743.0,103,2,546.43,114,273.215,1,0,0,0
12744.0,21,7,21279.29,178,3039.8985714285714,6,266,2,0
12747.0,36,9,3444.7799999999997,38,382.75333333333333,9,302,0,1
12748.0,0,164,23403.66,1459,142.70524390243904,96,342,18,1
12749.0,100,3,2755.23,113,918.41,2,82,0,1
12750.0,98,1,275.88,15,275.88,1,0,0,0
12752.0,50,1,4366.78,53,4366.78,1,0,0,0
12753.0,105,5,16620.91,114,3324.182,5,226,0,1
12754.0,205,3,3010.74,49,1003.5799999999999,3,72,0,0
12755.0,250,2,3811.95,4,1905.975,2,85,0,0
12756.0,56,1,112.07999999999998,4,112.07999999999998,1,0,0,0
12757.0,20,10,7161.6,232,716.1600000000001,6,159,1,1
12758.0,86,2,2791.59,84,1395.795,2,159,0,0
12759.0,21,3,1531.44,81,510.48,3,223,1,0
12763.0,107,2,494.08,16,247.04,2,230,0,0
12764.0,286,1,1693.88,45,1693.88,1,0,0,0
12766.0,27,6,6271.2,198,1045.2,6,308,1,1
12769.0,208,1,1143.6,32,1143.6,1,0,0,0
12770.0,180,1,1351.45,12,1351.45,1,0,0,0
12772.0,29,1,892.47,55,892.47,1,0,1,0
12775.0,159,4,1164.68,36,291.17,4,121,0,1
12778.0,32,5,663.99,35,132.798,5,249,0,1
12779.0,7,8,3981.36,88,497.67,8,333,1,0
12781.0,33,2,826.74,25,413.37,2,221,0,0
12782.0,119,4,2078.67,73,519.6675,4,207,0,1
12783.0,2,5,1825.33,63,365.066,4,42,4,1
12785.0,333,1,311.95,14,311.95,1,0,0,0
12787.0,61,2,344.65999999999997,15,172.32999999999998,2,101,0,1
12789.0,34,1,91.85,4,91.85,1,0,0,0
12790.0,161,1,324.92,21,324.92,1,0,0,0
12791.0,343,1,192.60000000000002,2,192.60000000000002,1,0,0,0
12792.0,226,1,400.53999999999996,25,400.53999999999996,1,0,0,0
12793.0,304,2,545.48,21,272.74,2,36,0,0
12794.0,22,2,860.41,43,430.205,2,45,1,0
12797.0,335,1,254.03,13,254.03,1,0,0,0
12798.0,13,2,3325.44,6,1662.72,2,126,1,1
12802.0,156,1,427.58,25,427.58,1,0,0,0
12808.0,6,3,483.65000000000003,27,161.21666666666667,3,331,1,0
12809.0,147,1,489.31,25,489.31,1,0,0,0
12811.0,230,3,514.85,27,171.61666666666667,3,23,0,0
12812.0,14,1,229.64000000000001,15,229.64000000000001,1,0,1,0
12814.0,71,1,125.92,2,125.92,1,0,0,0
12815.0,117,2,1063.46,38,531.73,2,50,0,0
12816.0,65,2,572.2,27,286.1,2,80,0,0
12817.0,250,1,166.04,4,166.04,1,0,0,0
12818.0,231,1,1542.08,14,1542.08,1,0,0,0
12820.0,13,3,731.99,47,243.99666666666667,3,282,1,1
12821.0,183,1,92.72,6,92.72,1,0,0,0
12822.0,40,2,948.88,41,474.44,2,16,0,0
12823.0,44,5,1759.5,1,351.9,5,221,0,0
12824.0,29,1,397.12,25,397.12,1,0,1,0
12826.0,41,5,1052.6200000000001,54,210.52400000000003,5,293,0,1
12827.0,2,2,318.7,17,159.35,2,11,2,1
12828.0,35,4,661.3100000000001,36,165.32750000000001,4,64,0,1
12829.0,306,2,293.0,9,146.5,2,23,0,0
12830.0,7,6,6814.64,13,1135.7733333333333,5,134,1,0
12831.0,231,1,215.05,9,215.05,1,0,0,0
12832.0,1,2,383.03,27,191.515,2,65,1,0
12833.0,114,1,417.38,24,417.38,1,0,0,0
12834.0,252,1,312.38,18,312.38,1,0,0,0
12836.0,28,4,2612.86,148,653.215,4,252,1,0
12837.0,142,1,134.1,12,134.1,1,0,0,0
12838.0,3,2,683.13,115,341.565,2,340,1,0
12839.0,12,11,3763.85,80,342.16818181818184,11,323,1,1
12840.0,113,4,2726.77,67,681.6925,4,82,0,0
12841.0,13,21,3581.9,200,170.56666666666666,21,328,2,1
12842.0,39,2,1118.99,34,559.495,2,238,0,0
12843.0,35,8,1702.26,69,212.7825,8,198,0,0
12844.0,99,1,174.88,27,174.88,1,0,0,1
12845.0,236,4,354.09,26,88.5225,4,22,0,0
12849.0,0,2,1050.8899999999999,47,525.4449999999999,2,237,1,0
12851.0,66,1,135.18,43,135.18,1,0,0,0
12852.0,264,1,311.55,17,311.55,1,0,0,0
12853.0,104,6,1957.1000000000001,66,326.18333333333334,3,181,0,0
12854.0,48,3,1324.5,95,441.5,3,239,0,0
12855.0,342,1,38.1,3,38.1,1,0,0,0
12856.0,8,3,1353.32,129,451.1066666666666,3,24,2,1
12857.0,180,2,1106.4,37,553.2,2,91,0,0
12863.0,21,1,521.2,5,521.2,1,0,1,0
12864.0,107,1,147.12,3,147.12,1,0,0,0
12865.0,93,1,981.38,58,981.38,1,0,0,1
12866.0,252,1,559.12,26,559.12,1,0,0,0
12867.0,65,6,3025.74,206,504.28999999999996,6,263,0,1
12868.0,155,6,1607.0600000000002,72,267.84333333333336,6,187,0,0
12871.0,53,2,380.64,8,190.32,2,123,0,0
12872.0,296,2,599.97,58,299.985,2,38,0,0
12873.0,251,1,374.0,4,374.0,1,0,0,0
12875.0,112,2,343.2300000000001,1,171.61500000000004,2,219,0,0
12876.0,27,2,2218.02,67,1109.01,2,138,1,0
12877.0,47,10,1160.3700000000001,44,116.037,10,280,0,1
12878.0,205,2,854.99,38,427.495,2,29,0,0
12879.0,14,3,573.22,7,191.07333333333335,3,47,1,0
12881.0,245,1,298.0,7,298.0,1,0,0,0
12882.0,3,1,471.84000000000003,5,471.84000000000003,1,0,1,1
12883.0,58,1,291.63,19,291.63,1,0,0,1
12884.0,57,1,309.05,7,309.05,1,0,0,0
12885.0,32,3,1175.22,66,391.74,2,60,0,0
12886.0,37,2,1378.4,75,689.2,2,151,0,0
12888.0,183,2,354.12,4,177.06,2,41,0,0
12891.0,155,3,331.0,2,110.33333333333333,3,107,0,0
12893.0,0,1,188.14,27,188.14,1,0,1,0
12895.0,11,2,372.8,22,186.4,2,44,1,0
12897.0,174,2,216.5,3,108.25,2,97,0,0
12901.0,7,24,15224.23,29,634.3429166666666,20,233,4,1
12902.0,234,1,138.68,10,138.68,1,0,0,0
12904.0,141,1,244.69,32,244.69,1,0,0,1
12906.0,47,2,1936.5900000000001,47,968.2950000000001,1,0,0,1
12908.0,145,2,750.0,1,375.0,2,136,0,0
12909.0,9,5,2178.67,78,435.73400000000004,4,213,1,0
12910.0,33,6,2616.58,46,436.09666666666664,5,177,0,1
12912.0,10,1,318.06,7,318.06,1,0,1,1
12913.0,252,3,866.39,12,288.7966666666667,3,85,0,1
12915.0,118,2,363.65,19,181.825,2,223,0,0
12916.0,108,4,3006.15,53,751.5375,4,181,0,0
12917.0,97,1,594.0,2,594.0,1,0,0,0
12919.0,1,4,777.77,29,194.4425,4,138,1,1
12921.0,0,33,13533.0,229,410.09090909090907,20,342,6,1
12922.0,130,1,405.38,28,405.38,1,0,0,0
12923.0,33,1,176.97,28,176.97,1,0,0,0
12924.0,57,4,933.7,22,233.425,4,239,0,0
12925.0,44,1,368.31,23,368.31,1,0,0,1
12928.0,4,5,2062.7000000000003,59,412.5400000000001,5,323,2,0
12929.0,281,1,117.85,8,117.85,1,0,0,0
12930.0,47,2,415.8,20,207.9,2,93,0,0
12931.0,36,12,34440.06,28,2870.0049999999997,9,290,0,1
12933.0,140,2,357.49,48,178.745,2,112,0,1
12935.0,79,4,1535.34,58,383.835,4,209,0,1
12936.0,47,1,798.46,33,798.46,1,0,0,1
12937.0,40,3,826.44,42,275.48,3,196,0,1
12939.0,33,8,11581.8,21,1447.725,6,270,0,0
12940.0,24,2,913.54,87,456.77,2,33,1,0
12942.0,100,3,683.9,68,227.96666666666667,3,234,0,0
12944.0,5,2,604.51,29,302.255,2,319,1,0
12945.0,257,1,462.95,23,462.95,1,0,0,0
12947.0,113,6,1603.99,83,267.33166666666665,6,229,0,0
12948.0,13,6,1855.01,78,309.16833333333335,6,220,2,1
12949.0,0,8,4167.22,166,520.9025,5,221,1,0
12951.0,143,5,751.78,39,150.356,5,157,0,1
12952.0,12,3,1090.06,55,363.3533333333333,2,35,2,1
12955.0,7,8,3107.92,81,388.49,8,230,2,1
12956.0,275,1,108.07,19,108.07,1,0,0,0
12957.0,41,6,2640.7200000000003,146,440.12000000000006,5,267,0,1
12962.0,82,1,170.54000000000002,11,170.54000000000002,1,0,0,1
12963.0,22,3,724.93,31,241.64333333333332,3,312,1,1
12965.0,58,1,771.91,108,771.91,1,0,0,0
12967.0,327,2,1660.9,19,830.45,2,13,0,0
12968.0,81,1,135.95,5,135.95,1,0,0,0
12970.0,291,2,23.8,8,11.9,1,0,0,1
12971.0,1,73,9272.36,84,127.0186301369863,60,340,4,1
12974.0,167,1,144.8,8,144.8,1,0,0,0
12976.0,181,1,738.6,22,738.6,1,0,0,0
12977.0,125,1,39.239999999999995,9,39.239999999999995,1,0,0,0
12980.0,127,9,7374.900000000001,6,819.4333333333334,9,200,0,0
12981.0,102,1,187.18,11,187.18,1,0,0,1
12982.0,212,1,390.54,28,390.54,1,0,0,0
12987.0,43,2,558.7,27,279.35,2,124,0,0
12988.0,261,1,535.32,75,535.32,1,0,0,0
12989.0,23,12,6440.02,18,536.6683333333334,10,310,1,1
12990.0,0,3,409.5,8,136.5,3,278,1,0
12991.0,81,1,303.56,22,303.56,1,0,0,1
12993.0,90,3,372.4,23,124.13333333333333,3,177,0,1
12994.0,89,2,645.47,38,322.735,2,148,0,1
12995.0,54,1,211.32,3,211.32,1,0,0,0
12997.0,58,3,916.39,41,305.4633333333333,3,228,0,1
12999.0,165,3,455.88,25,151.96,3,49,0,0
13000.0,76,3,534.85,30,178.28333333333333,3,258,0,0
13001.0,127,11,8615.42,154,783.22,11,168,0,1
13002.0,287,1,120.94999999999999,7,120.94999999999999,1,0,0,0
13003.0,75,3,149.05,4,49.68333333333334,3,109,0,0
13004.0,5,16,4993.93,254,312.120625,15,322,1,1
13005.0,143,2,513.7,21,256.85,2,72,0,0
13006.0,25,1,81.57,4,81.57,1,0,1,0
13008.0,292,1,229.46999999999997,14,229.46999999999997,1,0,0,0
